iter	RMSE
299	58.70776891
300	58.69369784
301	58.68245234
302	58.67150609
303	58.66660855
304	58.66101557
305	58.65154621
306	58.639598
307	58.63039778
308	58.62536443
309	58.61761736
310	58.5989123
311	58.57623762
312	58.56596437
313	58.55838081
314	58.54692516
315	58.53659354
316	58.53020623
317	58.52375298
318	58.50448526
319	58.49780798
320	58.48921893
321	58.47833615
322	58.46836161
323	58.46130323
324	58.44725375
325	58.43229848
326	58.42574399
327	58.40583147
328	58.39526851
329	58.3851804
330	58.37429524
331	58.36291568
332	58.35162134
333	58.34194001
334	58.32492391
335	58.31354311
336	58.29678642
337	58.28927842
338	58.27935101
339	58.26522319
340	58.25901535
341	58.25023163
342	58.2385468
343	58.2222503
344	58.20720679
345	58.19982394
346	58.19513283
347	58.18054436
348	58.16827814
349	58.15161081
350	58.14337302
351	58.1325541
352	58.11603735
353	58.10675649
354	58.09733959
355	58.08775927
356	58.07824401
357	58.06696587
358	58.05660397
359	58.04865203
360	58.04072022
361	58.03469868
362	58.03130712
363	58.02070027
364	58.0080765
365	57.99855491
366	57.98763737
367	57.97910695
368	57.97041191
369	57.95732129
370	57.94574038
371	57.93474595
372	57.91726473
373	57.90366939
374	57.89142873
375	57.86976095
376	57.86097787
377	57.85117334
378	57.83792103
379	57.82643251
380	57.81405113
381	57.80106085
382	57.799083
383	57.78960573
384	57.77997575
385	57.77240182
386	57.76447457
387	57.75672697
388	57.74488107
389	57.73228816
390	57.72380272
391	57.72126381
392	57.70755398
393	57.69786156
394	57.68667596
395	57.67905845
396	57.66975665
397	57.65771223
398	57.64804748
399	57.6402625
400	57.63154098
401	57.62354585
402	57.60842076
403	57.5945757
404	57.58168479
405	57.5691301
406	57.56080937
407	57.54756163
408	57.53887297
409	57.52534824
410	57.51607286
411	57.50624726
412	57.49306818
413	57.48127868
414	57.46696361
415	57.45400495
416	57.45125207
417	57.43466987
418	57.42541047
419	57.41465026
420	57.40005306
421	57.39246435
422	57.37823181
423	57.36837771
424	57.35375731
425	57.33514332
426	57.32702194
427	57.31832485
428	57.30898028
429	57.30644785
430	57.29666037
431	57.29472319
432	57.28418332
433	57.26903888
434	57.25928777
435	57.24348741
436	57.23484924
437	57.22918157
438	57.21990474
439	57.21162299
440	57.19704094
441	57.18466441
442	57.17488603
443	57.16617214
444	57.15676943
445	57.15473681
446	57.14780254
447	57.1448518
448	57.13929527
449	57.12966889
450	57.11466044
451	57.10417276
452	57.09480599
453	57.08082682
454	57.07614389
455	57.06710496
456	57.0541637
457	57.04496014
458	57.03617746
459	57.02674466
460	57.02258369
461	57.01031235
462	57.00046918
463	56.99373333
464	56.98956963
465	56.98120135
466	56.96853612
467	56.95250687
468	56.94135334
469	56.93806398
470	56.93658772
471	56.92982098
472	56.91922576
473	56.90952712
474	56.90435711
475	56.89238847
476	56.87805845
477	56.87101645
478	56.86532773
479	56.84989474
480	56.83496934
481	56.82677969
482	56.82203132
483	56.81675505
484	56.8083687
485	56.80641995
486	56.79857271
487	56.78632699
488	56.77475753
489	56.76044875
490	56.75309882
491	56.74967271
492	56.73625701
493	56.72836537
494	56.72249183
495	56.71387174
496	56.70556335
497	56.70010177
498	56.68507592
499	56.66500296
500	56.65511092
501	56.64522599
502	56.64122885
503	56.63537527
504	56.62116935
505	56.60942949
506	56.60445068
507	56.59278383
508	56.57946745
509	56.56350009
510	56.55406883
511	56.54854666
512	56.53918163
513	56.53097921
514	56.51741974
515	56.50795873
516	56.49433842
517	56.48487495
518	56.4778154
519	56.46591426
520	56.45862331
521	56.44790323
522	56.44186592
523	56.43566021
524	56.42424156
525	56.41471523
526	56.40217627
527	56.39301583
528	56.38546886
529	56.37506479
530	56.36337423
531	56.35345573
532	56.33934019
533	56.32809651
534	56.32498327
535	56.31651828
536	56.30828379
537	56.29491631
538	56.2780823
539	56.27005462
540	56.25455911
541	56.24322658
542	56.23627428
543	56.22403291
544	56.21404464
545	56.20126823
546	56.19415076
547	56.18218281
548	56.17903808
549	56.17226376
550	56.17110782
551	56.1640238
552	56.15715072
553	56.15144658
554	56.137238
555	56.13073463
556	56.12030811
557	56.1129752
558	56.09986386
559	56.08251588
560	56.07722026
561	56.06553843
562	56.05531922
563	56.04339283
564	56.0326197
565	56.02522595
566	56.01366906
567	56.00027715
568	55.9908372
569	55.98137177
570	55.96732415
571	55.95343332
572	55.93994333
573	55.92932061
574	55.92800817
575	55.916246
576	55.91431815
577	55.89761004
578	55.88735019
579	55.87334696
580	55.86134076
581	55.84659468
582	55.83640424
583	55.8231085
584	55.80480982
585	55.80185414
586	55.79906914
587	55.79224364
588	55.78500788
589	55.78278643
590	55.76956236
591	55.75760904
592	55.75584513
593	55.7488486
594	55.74467261
595	55.73665342
596	55.72648067
597	55.71710373
598	55.70949492
599	55.70053618
600	55.69333444
601	55.67785186
602	55.66854883
603	55.65651712
604	55.64812359
605	55.64562007
606	55.63502468
607	55.63002104
608	55.62329022
609	55.61746043
610	55.60965381
611	55.60299107
612	55.59366561
613	55.5798866
614	55.56377426
615	55.55771086
616	55.55280839
617	55.54419611
618	55.53297301
619	55.52727186
620	55.51424912
621	55.50796606
622	55.49594021
623	55.49146687
624	55.47570941
625	55.46271067
626	55.44411033
627	55.43149302
628	55.4206674
629	55.4099046
630	55.40446296
631	55.38701288
632	55.3826417
633	55.36977885
634	55.3580932
635	55.34154632
636	55.33634308
637	55.32470604
638	55.31882477
639	55.30828051
640	55.29549363
641	55.29077989
642	55.27857463
643	55.27142393
644	55.26400787
645	55.25638371
646	55.24822159
647	55.24399465
648	55.23625515
649	55.23540573
650	55.22398147
651	55.2185628
652	55.20776659
653	55.20042278
654	55.19132058
655	55.17952009
656	55.16899268
657	55.15341181
658	55.14745032
659	55.1256788
660	55.11662277
661	55.10776959
662	55.10304957
663	55.08603934
664	55.07812995
665	55.07348482
666	55.06480633
667	55.05832979
668	55.05125144
669	55.04305236
670	55.03839479
671	55.02820632
672	55.01678877
673	55.00805129
674	55.00099755
675	54.98775166
676	54.97957353
677	54.9712053
678	54.9630424
679	54.94881133
680	54.94439555
681	54.93065647
682	54.92428817
683	54.91690516
684	54.90755859
685	54.89820482
686	54.88720921
687	54.88034094
688	54.87104054
689	54.85912793
690	54.85161119
691	54.84514081
692	54.83932387
693	54.8264824
694	54.81587555
695	54.80367186
696	54.80226429
697	54.79645027
698	54.78964593
699	54.78519704
700	54.76750035
701	54.75878293
702	54.74522555
703	54.72598369
704	54.7167272
705	54.70723324
706	54.69959044
707	54.69208594
708	54.68782825
709	54.68024479
710	54.67404632
711	54.66076105
712	54.64871368
713	54.63619446
714	54.62657829
715	54.61865822
716	54.61035262
717	54.59863536
718	54.59535253
719	54.5788728
720	54.57161085
721	54.56302109
722	54.55878632
723	54.55132968
724	54.54753294
725	54.53526147
726	54.53027165
727	54.52081949
728	54.51699887
729	54.50921719
730	54.49801743
731	54.48538879
732	54.48130873
733	54.47351446
734	54.46424683
735	54.45629644
736	54.44695867
737	54.43682839
738	54.42619141
739	54.42128038
740	54.41125815
741	54.39677393
742	54.38838484
743	54.38545592
744	54.37967835
745	54.37004405
746	54.35884402
747	54.35732497
748	54.34578289
749	54.34151689
750	54.33494399
751	54.32681685
752	54.32111249
753	54.31288159
754	54.3049618
755	54.29459917
756	54.28993368
757	54.28019104
758	54.26789558
759	54.2624242
760	54.25510355
761	54.23919459
762	54.23044281
763	54.22604647
764	54.21754345
765	54.21258177
766	54.2026538
767	54.19602315
768	54.19016524
769	54.18534213
770	54.1801673
771	54.17428603
772	54.16626036
773	54.15750112
774	54.14799796
775	54.13948395
776	54.13403851
777	54.1225434
778	54.11362403
779	54.10332871
780	54.09232147
781	54.08653301
782	54.08328617
783	54.07260963
784	54.06056041
785	54.05442257
786	54.04575936
787	54.03918704
788	54.02923449
789	54.02512311
790	54.01614492
791	54.00208519
792	53.99018484
793	53.98224915
794	53.97564688
795	53.96503993
796	53.94559136
797	53.9395368
798	53.93530744
799	53.92795793
800	53.91973932
801	53.90977782
802	53.89957424
803	53.89163735
804	53.8817451
805	53.87330451
806	53.86301756
807	53.85405091
808	53.84724019
809	53.83559311
810	53.82171057
811	53.81274165
812	53.80460038
813	53.79948046
814	53.79588831
815	53.78797896
816	53.77600586
817	53.76282064
818	53.75672431
819	53.74530696
820	53.73640857
821	53.72467791
822	53.71804408
823	53.71175952
824	53.70704763
825	53.69301019
826	53.67480718
827	53.6636985
828	53.65915806
829	53.65174211
830	53.64453882
831	53.64149221
832	53.63430157
833	53.62531795
834	53.61721828
835	53.6146514
836	53.60242496
837	53.59596289
838	53.57410463
839	53.56235309
840	53.55503186
841	53.54009653
842	53.52863783
843	53.52016533
844	53.51205937
845	53.50778279
846	53.50304654
847	53.49916109
848	53.4932444
849	53.48470413
850	53.47952061
851	53.46921961
852	53.46172132
853	53.45082317
854	53.44733881
855	53.43538141
856	53.42516699
857	53.41559221
858	53.41265556
859	53.40670474
860	53.39752573
861	53.38919443
862	53.38366501
863	53.37289393
864	53.3638486
865	53.35576578
866	53.35004211
867	53.3414356
868	53.32986688
869	53.31806636
870	53.30543869
871	53.29635805
872	53.28891603
873	53.28075149
874	53.26110329
875	53.25167362
876	53.2450406
877	53.23826929
878	53.2356369
879	53.22720567
880	53.22041347
881	53.21270508
882	53.20324472
883	53.19178895
884	53.17660536
885	53.16930344
886	53.16063559
887	53.1551334
888	53.1454626
889	53.13472655
890	53.12638464
891	53.12391408
892	53.1177965
893	53.10891396
894	53.10073111
895	53.08901234
896	53.07931813
897	53.07218674
898	53.05941228
899	53.05085674
900	53.04294885
901	53.03508178
902	53.02944672
903	53.02424814
904	53.01540766
905	53.00493368
906	52.99841319
907	52.9915192
908	52.98772157
909	52.98182643
910	52.9795593
911	52.96759242
912	52.95944433
913	52.95264236
914	52.94320916
915	52.93222744
916	52.92562639
917	52.91287112
918	52.90097306
919	52.89067145
920	52.88098827
921	52.87380992
922	52.86750074
923	52.85275652
924	52.84504382
925	52.83534733
926	52.82502736
927	52.81346662
928	52.80456169
929	52.79722241
930	52.78970726
931	52.77984521
932	52.76897951
933	52.76381561
934	52.75424308
935	52.74732065
936	52.73870549
937	52.73500266
938	52.72811993
939	52.72005044
940	52.71299606
941	52.70736505
942	52.69966495
943	52.6926685
944	52.6819359
945	52.67514219
946	52.66940986
947	52.66217298
948	52.65463361
949	52.65100817
950	52.64360453
951	52.63629762
952	52.62761852
953	52.61848168
954	52.61633756
955	52.60928016
956	52.60419534
957	52.59799588
958	52.59196545
959	52.58213529
960	52.57559461
961	52.56898458
962	52.56116225
963	52.55461138
964	52.54992866
965	52.54122502
966	52.526381
967	52.51252657
968	52.50079988
969	52.49412244
970	52.4877824
971	52.47778283
972	52.47147311
973	52.46055036
974	52.45633021
975	52.45120537
976	52.44689835
977	52.43870329
978	52.43123957
979	52.42368063
980	52.41586484
981	52.4117777
982	52.40381224
983	52.38864874
984	52.38008112
985	52.3691373
986	52.36626538
987	52.35954461
988	52.35169472
989	52.3413954
990	52.33334975
991	52.32021409
992	52.31388005
993	52.31186617
994	52.30961346
995	52.29859328
996	52.29214239
997	52.28569119
998	52.28450993
999	52.28093895
